num_acidente;chv_localidade;data_acidente;uf_acidente;ano_acidente;mes_acidente;mes_ano_acidente;codigo_ibge;dia_semana;fase_dia;tp_acidente;cond_meteorologica;end_acidente;num_end_acidente;cep_acidente;bairro_acidente;km_via_acidente;latitude_acidente;longitude_acidente;hora_acidente;tp_rodovia;cond_pista;tp_cruzamento;tp_pavimento;tp_curva;lim_velocidade;tp_pista;ind_guardrail;ind_cantcentral;ind_acostamento;qtde_acidente;qtde_acid_com_obitos;qtde_envolvidos;qtde_feridosilesos;qtde_obitos
941659;SP3550308202009;2020-09-18;SP;2020;09;092020;3550308;SEXTA-FEIRA;NOITE;COLISAO LATERAL;CLARO;AVENIDA YERVANT KISSAJIKIAN;00211;00000000;CAMPO GRANDE;0000;;;193900;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;2;2;0
1402626;SC4205407201910;2019-10-12;SC;2019;10;102019;4205407;SABADO;MANHA;DESCONHECIDO;NAO INFORMADO;RODOVIA TERTULIANO BRITO XAVIER;00000;00000000;;0000;;;113000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
5570171;PI2211001202402;2024-02-23;PI;2024;02;022024;2211001;SEXTA-FEIRA;TARDE;NAO INFORMADO;NAO INFORMADO;R PROFESSOR ALCOBACA;00000;00000000;;0000;-0000000000;-0000000000;153000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
5011124;SP3509502202109;2021-09-21;SP;2021;09;092021;3509502;TERCA-FEIRA;MANHA;DESCONHECIDO;CLARO;SP 101;00005;00000000;PQ SANTA BARBARA;0005;;;084000;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;SIM;1;0;0;0;0
1676819;GO5208707202012;2020-12-16;GO;2020;12;122020;5208707;QUARTA-FEIRA;MANHA;DESCONHECIDO;OUTRAS CONDICOES;AV ARMANDO GODOY;00000;00000000;CIDADE JARDIM;0000;;;071000;FEDERAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
4985696;SC4208203202306;2023-06-22;SC;2023;06;062023;4208203;QUINTA-FEIRA;MANHA;DESCONHECIDO;NAO INFORMADO;RODOVIA BR-101;00000;00000000;;0000;;;074500;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
3671615;ES3205309201808;2018-08-24;ES;2018;08;082018;3205309;SEXTA-FEIRA;NOITE;COLISAO LATERAL;DESCONHECIDAS;AV PRINCESA ISABEL;00000;00000000;CENTRO;0000;;;200000;NAO INFORMADO;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;SIMPLES  SEM CICLOVIA;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
5023565;DF5300108202201;2022-01-14;DF;2022;01;012022;5300108;SEXTA-FEIRA;MANHA;COLISAO;NAO INFORMADO;GERAL;06083;00000000;TAGUATINGA;0000;-0000000000;-0000000000;081000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
6121603;MG3170206202207;2022-07-05;MG;2022;07;072022;3170206;TERCA-FEIRA;TARDE;OUTROS ACIDENTES DE TRANSITO;NAO INFORMADO;BR 365;00617;00000000;CUSTODIO PEREIRA;0000;-18.8968174;-48.2434638;160000;FEDERAL;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
1307112;MG3127701201801;2018-01-13;MG;2018;01;012018;3127701;SABADO;NOITE;QUEDA;NAO INFORMADO;IBITURUNA;00000;00000000;;0000;;;192700;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
2774882;MG3169901202405;2024-05-13;MG;2024;05;052024;3169901;SEGUNDA-FEIRA;TARDE;COLISAO LATERAL;CLARO;EX COMBATENTES;00064;00000000;SANTA LUZIA;0000;-21.1145956;-42.9563262;162253;NAO INFORMADO;SECA;MESMA SUPERFICIE  OUTROS;ASFALTO;NAO HAVIA CURVA;NAO INFORMADO;DUPLA  SEM CICLOVIA;NAO INFORMADO;NAO;NAO;1;0;1;1;0
4611539;MG3112307202206;2022-06-05;MG;2022;06;062022;3112307;DOMINGO;TARDE;CAPOTAMENTO;NAO INFORMADO;JK;00221;00000000;SAO GERALDO;0000;-17.6865359;-42.5117525;162415;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
6400025;GO5201405202310;2023-10-08;GO;2023;10;102023;5201405;DOMINGO;TARDE;COLISAO;OUTRAS CONDICOES;BR 153 ESQ COM RUA BEZERRA DE MENEZES  C;00000;00000000;VILA NOSSA SENHORA DE LOURDES;0000;-17.4667561;-49.2654661;175200;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
6263952;MG3169208201811;2018-11-04;MG;2018;11;112018;3169208;DOMINGO;MANHA;OUTROS ACIDENTES DE TRANSITO;NAO INFORMADO;AMG 2945;00000;00000000;;0000;;;092000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;0;0;0
4239650;SP3518701202112;2021-12-19;SP;2021;12;122021;3518701;DOMINGO;TARDE;DESCONHECIDO;CLARO;AVENIDA SAO PAULO;00000;00000000;PAE CARA;0000;;;175900;NAO INFORMADO;MOLHADA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;DESCONHECIDO;1;0;0;0;0
2176563;SP3527702202002;2020-02-20;SP;2020;02;022020;3527702;QUINTA-FEIRA;MADRUGADA;COLISAO FRONTAL;CLARO;VICINAL AUGUSTO CERVIGNI;00001;00000000;CENTRO;0000;;;044500;NAO INFORMADO;MOLHADA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;1;1;0
1351010;GO5208707202403;2024-03-01;GO;2024;03;032024;5208707;SEXTA-FEIRA;MANHA;COLISAO;OUTRAS CONDICOES;RUA S-4  N 31  CEP 74823-450;67991;00000000;SETOR BELA VISTA;0000;-16.7128330;-49.2610509;063500;MUNICIPAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
4553312;MS5002704202112;2021-12-22;MS;2021;12;122021;5002704;QUARTA-FEIRA;MANHA;OUTROS ACIDENTES DE TRANSITO;CLARO;AMARO CASTRO LIMA;00485;79106361;NOVA CAMPO GRANDE;0000;-0000000000;-0000000000;112000;NAO INFORMADO;NAO INFORMADO;MESMA SUPERFICIE  OUTROS;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIMPLES  SEM CICLOVIA;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;0;0;0
564749;SP3506300201905;2019-05-23;SP;2019;05;052019;3506300;QUINTA-FEIRA;MANHA;COLISAO TRANSVERSAL;CLARO;RUA JOAO JOSE ALVES;00000;00000000;VILA CORONEL ALBINO;0000;;;095700;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;DESCONHECIDO;1;0;2;2;0
2954344;SC4205407202408;2024-08-23;SC;2024;08;082024;4205407;SEXTA-FEIRA;MANHA;COLISAO;NAO INFORMADO;RUA PROFESSORA MARIA FLORA PAUSEWANG;00000;00000000;;0000;;;065000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
3361864;MS5002704202111;2021-11-09;MS;2021;11;112021;5002704;TERCA-FEIRA;TARDE;OUTROS ACIDENTES DE TRANSITO;CLARO;AFONSO PENA;00000;79002071;CENTRO;0000;-0000000000;-0000000000;134700;MUNICIPAL;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;0;0;0
570499;MS5002704202011;2020-11-18;MS;2020;11;112020;5002704;QUARTA-FEIRA;NOITE;NAO INFORMADO;NUBLADO;CAMPO GRANDE MS  GUIA LOPES  1138  AMAMB;00000;00000000;AMAMBAI;0000;;;231300;NAO INFORMADO;SECA;CRUZAMENTO  MESMA SUPERFICIE;ASFALTO;NAO HAVIA CURVA;NAO INFORMADO;SIMPLES  COM CICLOVIA;NAO INFORMADO;NAO INFORMADO;NAO;1;0;2;2;0
6359021;MG3106200202012;2020-12-29;MG;2020;12;122020;3106200;TERCA-FEIRA;TARDE;CHOQUE;NAO INFORMADO;JULIO DE CASTILHO;00000;00000000;;0710;;;170000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
4937088;PR4119152201901;2019-01-25;PR;2019;01;012019;4119152;SEXTA-FEIRA;MANHA;COLISAO LATERAL;CLARO;RUA MANDAGUACU;00000;00000000;EMILIANO PERNETA;0000;;;074000;MUNICIPAL;SECA;CRUZAMENTO  MESMA SUPERFICIE;ASFALTO;DESCONHECIDO;NAO INFORMADO;SIMPLES  COM CICLOVIA;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;1;0;3;3;0
4563368;PR4106902202408;2024-08-18;PR;2024;08;082024;4106902;DOMINGO;NOITE;COLISAO FRONTAL;CLARO;RUA IRINEU GONCALVES PADILHA FILHO;00032;00000000;CIDADE INDUSTRIAL;0000;;;230000;MUNICIPAL;SECA;CRUZAMENTO  MESMA SUPERFICIE;ASFALTO;CURVA ACENTUADA;NAO INFORMADO;SIMPLES  COM CICLOVIA;DESCONHECIDO;DESCONHECIDO;NAO INFORMADO;1;0;2;2;0
3200048;MT5106752201911;2019-11-08;MT;2019;11;112019;5106752;SEXTA-FEIRA;NOITE;CHOQUE;CLARO;RUA TEREZINHA COURA GARBIM;00000;00000000;SAO CRISTOVAO;0000;;;999999;NAO INFORMADO;SECA;CRUZAMENTO  MESMA SUPERFICIE;ASFALTO;NAO HAVIA CURVA;NAO INFORMADO;SIMPLES  SEM CICLOVIA;NAO;NAO;NAO;1;0;1;1;0
2926320;SP3550308202311;2023-11-11;SP;2023;11;112023;3550308;SABADO;TARDE;OUTROS ACIDENTES DE TRANSITO;CLARO;AVENIDA IMPERADOR;03804;00000000;;0000;-23.5162950;-46.4675354;121200;MUNICIPAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO;NAO INFORMADO;SIM;1;0;0;0;0
2744067;PR4104808202104;2021-04-30;PR;2021;04;042021;4104808;SEXTA-FEIRA;MADRUGADA;COLISAO TRANSVERSAL;DESCONHECIDAS;RUA TEREZINA;00000;00000000;TROPICAL;0000;;;030000;MUNICIPAL;NAO INFORMADO;CRUZAMENTO  MESMA SUPERFICIE;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;1;1;0
1133228;AP1600303202204;2022-04-14;AP;2022;04;042022;1600303;QUINTA-FEIRA;NOITE;COLISAO;CLARO;RUA ADILSON JOSE PINTO PEREIRA;00000;68908571;SAO LAZARO;0000;0.07745730;-51.0660391;185000;MUNICIPAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;SIMPLES  SEM CICLOVIA;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
492212;PR4106902202408;2024-08-06;PR;2024;08;082024;4106902;TERCA-FEIRA;NOITE;COLISAO TRANSVERSAL;DESCONHECIDAS;RUA PROFESSOR FRANCISCO BASSETTI JUNIOR;00033;00000000;SANTO INACIO;0000;;;184000;MUNICIPAL;NAO INFORMADO;CRUZAMENTO  MESMA SUPERFICIE;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;2;2;0
3104857;SP3550308202403;2024-03-13;SP;2024;03;032024;3550308;QUARTA-FEIRA;NOITE;COLISAO FRONTAL;CLARO;RUA REPUBLICA DO IRAQUE;00300;00000000;;0000;-23.6305116;-46.6767114;192100;MUNICIPAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO;NAO INFORMADO;SIM;1;0;0;0;0
5812167;ES3205309202108;2021-08-24;ES;2021;08;082021;3205309;TERCA-FEIRA;TARDE;COLISAO TRASEIRA;DESCONHECIDAS;ROD SERAFIM DERENZI;00000;00000000;INHANGUETA;0000;;;162000;NAO INFORMADO;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;DUPLA  SEM CICLOVIA;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;0;0;0
4648085;SP3516408202304;2023-04-12;SP;2023;04;042023;3516408;QUARTA-FEIRA;MADRUGADA;COLISAO LATERAL;CLARO;PRESIDENTE TANCREDO DE ALMEIDA NEVES;00100;00000000;;0000;-23.2636479;-46.7937014;050500;MUNICIPAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO;NAO INFORMADO;SIM;1;0;0;0;0
5057241;PR4113700202101;2021-01-20;PR;2021;01;012021;4113700;QUARTA-FEIRA;NOITE;COLISAO TRASEIRA;DESCONHECIDAS;RUA LAPA;00000;00000000;JARDIM HIGIENOPOLIS;0000;;;181000;MUNICIPAL;NAO INFORMADO;CRUZAMENTO  MESMA SUPERFICIE;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;2;2;0
2169579;PE2611606202108;2021-08-05;PE;2021;08;082021;2611606;QUINTA-FEIRA;NAO INFORMADO;DESCONHECIDO;DESCONHECIDAS;GOVERNADOR AGAMENON MAGALHAES;00000;00000000;;0000;;;000000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
5827684;MG3154606202210;2022-10-10;MG;2022;10;102022;3154606;SEGUNDA-FEIRA;NOITE;OUTROS ACIDENTES DE TRANSITO;NAO INFORMADO;OURO VERDE;00329;33943700;PAPINE;0000;-19.8048774;-44.0192951;193000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
4565462;MG3147105202311;2023-11-10;MG;2023;11;112023;3147105;SEXTA-FEIRA;MANHA;CHOQUE;CLARO;FREI HENRIQUE;00073;00000000;SAO FRANCISCO;0000;-19.8654023;-44.5911333;102845;NAO INFORMADO;SECA;MESMA SUPERFICIE  OUTROS;ASFALTO;NAO HAVIA CURVA;NAO INFORMADO;SIMPLES  SEM CICLOVIA;NAO INFORMADO;NAO;NAO;1;0;2;2;0
4065446;GO5217609202310;2023-10-04;GO;2023;10;102023;5217609;QUARTA-FEIRA;NOITE;DESCONHECIDO;OUTRAS CONDICOES;QD 09. MR 05  CASA 20;00000;00000000;SETOR NORTE;0000;-15.4431083;-47.5988467;184600;MUNICIPAL;NAO INFORMADO;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
3260375;SC4210100202006;2020-06-30;SC;2020;06;062020;4210100;TERCA-FEIRA;TARDE;DESCONHECIDO;NAO INFORMADO;TRAVESSA RODOVIA BR-280;00000;00000000;;0000;;;160000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
4165744;MG3106200202011;2020-11-04;MG;2020;11;112020;3106200;QUARTA-FEIRA;TARDE;OUTROS ACIDENTES DE TRANSITO;NAO INFORMADO;ANDRADAS;00000;00000000;;0000;;;123136;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
3012586;SP3547809202206;2022-06-11;SP;2022;06;062022;3547809;SABADO;TARDE;COLISAO LATERAL;NEVOEIRO  NEVOA OU FUMACA;RUA DO CENTRO;00001;00000000;VILA CARMINOPOL;0000;;;165500;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;1;0;0;0;0
2515322;SC4216602202402;2024-02-14;SC;2024;02;022024;4216602;QUARTA-FEIRA;NOITE;DESCONHECIDO;NAO INFORMADO;RUA JOAO JOSE MARTINS;00000;00000000;;0000;;;210000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
3601083;PR4107207202105;2021-05-09;PR;2021;05;052021;4107207;DOMINGO;NOITE;QUEDA;DESCONHECIDAS;PR281;00000;00000000;ZONA RURAL;0524;;;183000;ESTADUAL;NAO INFORMADO;CRUZAMENTO  MESMA SUPERFICIE;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;1;1;0
1270942;MG3170107202312;2023-12-21;MG;2023;12;122023;3170107;QUINTA-FEIRA;MANHA;CHOQUE;NAO INFORMADO;DEPUTADO JOSE MARCUS CHEREM;00217;38040500;VILA ESTADO NOVO;0000;-19.7705690;-47.9426201;112000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;0;0;0
970576;SC4208104202309;2023-09-26;SC;2023;09;092023;4208104;TERCA-FEIRA;TARDE;COLISAO;NAO INFORMADO;ESTRADA GERAL RIO DO BISPO;00000;00000000;;0000;;;140000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
1539111;SC4202404202112;2021-12-14;SC;2021;12;122021;4202404;TERCA-FEIRA;TARDE;DESCONHECIDO;NAO INFORMADO;RUA DOUTOR PEDRO ZIMMERMANN;00000;00000000;;0000;;;121000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
2573084;GO5208707202001;2020-01-18;GO;2020;01;012020;5208707;SABADO;MANHA;CHOQUE;OUTRAS CONDICOES;PRACA DA BIBLIA  CEP 74805-050;00000;00000000;ANHANGUERA;0000;;;110000;MUNICIPAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
2467660;MG3165404201901;2019-01-28;MG;2019;01;012019;3165404;SEGUNDA-FEIRA;MANHA;CHOQUE;NAO INFORMADO;MG 173;00000;00000000;;0000;;;110000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
1909338;DF5300108202209;2022-09-30;DF;2022;09;092022;5300108;SEXTA-FEIRA;MANHA;COLISAO;CLARO;;06926;00000000;TAGUATINGA;0000;-0000000000;-0000000000;090000;NAO INFORMADO;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
2004437;MG3105400202012;2020-12-19;MG;2020;12;122020;3105400;SABADO;NOITE;COLISAO LATERAL;NAO INFORMADO;PRESIDENTE TANCREDO  NEVES;00000;00000000;;0000;;;233713;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
4542225;SC4202107202004;2020-04-06;SC;2020;04;042020;4202107;SEGUNDA-FEIRA;MADRUGADA;TOMBAMENTO;NAO INFORMADO;RUA 2040;00000;00000000;;0000;;;023000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
360453;SP3524402202203;2022-03-17;SP;2022;03;032022;3524402;QUINTA-FEIRA;MANHA;OUTROS ACIDENTES DE TRANSITO;CLARO;AVENIDA SANTA CRUZ DOS LAZAROS;00034;00000000;JARDIM AMERICA;0000;;;113800;NAO INFORMADO;SECA;DESCONHECIDO;ASFALTO;DESCONHECIDO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;1;0;4;4;0
1204219;PR4110706202111;2021-11-17;PR;2021;11;112021;4110706;QUARTA-FEIRA;TARDE;COLISAO TRANSVERSAL;DESCONHECIDAS;RUA 7 DE SETEMBRO;00010;00000000;CENTRO;0000;;;164500;MUNICIPAL;NAO INFORMADO;CRUZAMENTO  MESMA SUPERFICIE;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;DESCONHECIDO;DESCONHECIDO;DESCONHECIDO;1;0;3;3;0
4839131;DF5300108202301;2023-01-07;DF;2023;01;012023;5300108;SABADO;TARDE;COLISAO;NAO INFORMADO;;00148;00000000;SANTA MARIA;0000;-0000000000;-0000000000;145000;ESTADUAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;4;4;0
4973132;MG3106200201905;2019-05-06;MG;2019;05;052019;3106200;SEGUNDA-FEIRA;NOITE;CHOQUE;NAO INFORMADO;ANTONIO ABRAHAO CARAN;00000;00000000;;0000;;;194000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
2997210;SC4202909202308;2023-08-13;SC;2023;08;082023;4202909;DOMINGO;MADRUGADA;CHOQUE;NAO INFORMADO;RODOVIA ANTONIO HEIL;00000;00000000;;0000;;;045600;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
1943787;CE2307908202207;2022-07-23;CE;2022;07;072022;2307908;SABADO;MANHA;CHOQUE;CLARO;ROD CE362;00000;62450000;;0014;;;083500;ESTADUAL;SECA;NAO INFORMADO;ASFALTO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;SIM;1;1;4;3;1
3419113;SC4210100201904;2019-04-03;SC;2019;04;042019;4210100;QUARTA-FEIRA;TARDE;DESCONHECIDO;NAO INFORMADO;RUA PASTOR JAHYR DITTRICH;00000;00000000;;0000;;;150000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
400751;SC4201406202306;2023-06-07;SC;2023;06;062023;4201406;QUARTA-FEIRA;NOITE;COLISAO;NAO INFORMADO;RUA ANTONIO VIEIRA MACIEL;00000;00000000;;0000;;;193000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
651816;MG3118601201812;2018-12-05;MG;2018;12;122018;3118601;QUARTA-FEIRA;TARDE;CHOQUE;NAO INFORMADO;PADRE FEIJO;00000;00000000;;0000;;;123000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;2;2;0
1571141;SC4209300202310;2023-10-23;SC;2023;10;102023;4209300;SEGUNDA-FEIRA;MANHA;DESCONHECIDO;NAO INFORMADO;RUA PARA;00000;00000000;;0000;;;082000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
1671261;MG3106200202403;2024-03-30;MG;2024;03;032024;3106200;SABADO;MANHA;COLISAO FRONTAL;NAO INFORMADO;PADRE PEDRO PINTO;05560;00000000;MARIA HELENA;0000;-19.8029708;-43.9863961;104000;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;1;1;0
5541482;SP3554805202403;2024-03-31;SP;2024;03;032024;3554805;DOMINGO;NOITE;DESCONHECIDO;DESCONHECIDAS;SPA 017123;00000;00000000;;0001;-22.9351646;-45.5927227;200211;ESTADUAL;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;NAO INFORMADO;1;0;0;0;0
